RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B3-063518,2013/07/12 00:00:00+00,1730,"N 9,O to P",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4776
B3-068911,2013/07/28 00:00:00+00,1858,635 J at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,4777
B3-066367,2013/07/20 00:00:00+00,640,17 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4778
B3-068263,2013/07/25 00:00:00+00,1745,"CORNHUSKER,N 31 to N 33",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4779
B3-064305,2013/07/15 00:00:00+00,30,"DALE,L to RANDOLPH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4780
B3-065112,2013/07/17 00:00:00+00,909,"WILDBRIAR,S 38 to S 39",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4781
B3-068925,2013/07/28 00:00:00+00,2110,"NEBR HWY,PINE LAKE to S 70",INJURY H&R,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,4782
B3-068264,2013/07/25 00:00:00+00,1815,N 84 at HOLDREGE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4783
B3-065119,2013/07/17 00:00:00+00,1120,100 S 66 at SHOPKO,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4784
B3-068272,2013/07/25 00:00:00+00,9999,1111 OLD CHENEY at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4785
B3-068937,2013/07/29 00:00:00+00,636,"N 84,CORNHUSKER to FLETCHER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4786
B3-065144,2013/07/17 00:00:00+00,1140,100 S 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4787
B3-068940,2013/07/29 00:00:00+00,752,"W O,W 48 to W 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4788
B3-065152,2013/07/17 00:00:00+00,9999,"VINE,N 66 to N 68",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4789
B3-068955,2013/07/29 00:00:00+00,818,"4420 NW 41, to",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4790
B3-065166,2013/07/13 00:00:00+00,9999,840 Q at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4791
B3-065186,2013/06/30 00:00:00+00,1000,2525 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4792
B3-068977,2013/07/29 00:00:00+00,847,"S 70,S WEDGEWOOD to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4793
B3-069002,2013/07/29 00:00:00+00,943,S 16 at K,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,YES,NO,4794
B3-065196,2013/07/17 00:00:00+00,1734,"S 14,MOCKINGBIRD N to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4795
B3-065241,2013/07/17 00:00:00+00,1830,N 70 at STARR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4796
B3-069006,2013/07/29 00:00:00+00,1017,LEWIS at BENTON,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4797
B3-069007,2013/07/29 00:00:00+00,1022,"HAVELOCK,N 60 to TOUZALIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4798
B3-065269,2013/07/17 00:00:00+00,2013,N 27 at W,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4799
B3-069008,2013/07/29 00:00:00+00,1030,"VINE,N 30 to N 31",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4800
B3-070158,2013/07/31 00:00:00+00,320,"LAKE,S 13 to S 14",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,4801
B3-072996,2013/08/07 00:00:00+00,1722,10 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4802
B3-070161,2013/07/31 00:00:00+00,705,"O,63 to 66",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4803
B3-073002,2013/08/07 00:00:00+00,1730,"N 48,O to R",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4804
B3-070165,2013/07/31 00:00:00+00,723,N 70 at LYNN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4805
B3-070973,2013/08/02 00:00:00+00,1350,3020 PINE LAKE at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4806
B3-073003,2013/08/07 00:00:00+00,1734,YANKEE HILL at EXECUTIVE WOODS,INJURY,TURNING,2,5,NO,NO,NO,NO,NO,YES,NO,4807
B3-069048,2013/07/29 00:00:00+00,1111,"S 84,S CHERRYWOOD to N HAZELWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4808
B3-070174,2013/07/31 00:00:00+00,830,N 48 at HARTLEY,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4809
B3-073004,2013/08/07 00:00:00+00,1810,"N 14,O to P",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4810
B3-069056,2013/07/29 00:00:00+00,1115,3865 SOUTH at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4811
B3-071000,2013/08/02 00:00:00+00,1345,2500 WILDCAT at PARKING LOT,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,4812
B3-073006,2013/08/07 00:00:00+00,1750,7111 STEPHANIE at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4813
B3-069087,2013/07/29 00:00:00+00,1151,"SOUTH,BRADFIELD to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4814
B3-071016,2013/08/02 00:00:00+00,1630,NW 20 at W S,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4815
B3-069097,2013/07/29 00:00:00+00,1226,O at 19,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4816
B3-073019,2013/08/07 00:00:00+00,1843,"S 27,KUCERA to WOODS BLVD",INJURY,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4817
B3-070177,2013/07/31 00:00:00+00,946,"O,68 to 70",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4818
B3-074039,2013/08/10 00:00:00+00,2136,"A,S 12 to S 13",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4819
B3-073022,2013/08/07 00:00:00+00,1951,"HAVELOCK,N 84 to N 73",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4820
B3-069098,2013/07/20 00:00:00+00,1400,S 17 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4821
B3-074040,2013/08/10 00:00:00+00,9999,1001 SOUTH at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4822
B3-070183,2013/07/31 00:00:00+00,1025,"S 70,BERNESE to LASALLE",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4823
B3-071027,2013/08/01 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4824
B3-073079,2013/08/07 00:00:00+00,2115,"SUN VALLEY,W O to W P",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4825
B3-069100,2013/07/29 00:00:00+00,1328,S 27 at J,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,YES,NO,4826
B3-070189,2013/07/31 00:00:00+00,1102,"O,26 to 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4827
B3-074041,2013/08/11 00:00:00+00,330,"S COTNER,CRESTDALE to VALLEY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4828
B3-073193,2013/08/07 00:00:00+00,2341,"W,N 39 to N 40",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4829
B3-069104,2013/07/29 00:00:00+00,1437,N 27 at KENSINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4830
B3-071038,2013/08/02 00:00:00+00,1715,"N 48,DUDLEY to HOLDREGE",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4831
B3-070205,2013/07/31 00:00:00+00,1146,"CORNHUSKER,N 44 to N 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4832
B3-074042,2013/08/11 00:00:00+00,9999,206 S 13 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4833
B3-069136,2013/07/29 00:00:00+00,1448,"OLD CHENEY,S 16 to S 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4834
B3-073197,2013/08/08 00:00:00+00,710,"N ANTELOPE VALL,MILITARY to VIRGINIA",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,4835
B3-074043,2013/08/11 00:00:00+00,1110,"S 18,LAKE to SEWELL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4836
B3-070224,2013/07/31 00:00:00+00,1152,"S 9,PARK AV to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4837
B3-073204,1970/01/01 00:00:00+00,9999,"W VALE,NW 50 to W METZGER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4838
B3-069139,2013/07/29 00:00:00+00,1510,"O,70 to WEDGEWOOD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4839
B3-074045,2013/08/11 00:00:00+00,1413,"S 40,NORMAL to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4840
B3-070230,2013/07/31 00:00:00+00,1240,"S 27,NEBR HWY to WOODS BLVD",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,4841
B3-069171,2013/07/29 00:00:00+00,1514,S 21 at K,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4842
B3-073205,2013/08/08 00:00:00+00,1218,N 84 at LEXINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4843
B3-070239,2013/07/31 00:00:00+00,1332,S 77 at OLD CHENEY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4844
B3-074052,2013/08/11 00:00:00+00,1442,"S 27,KUCERA to STOCKWELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4845
B3-071101,2013/08/02 00:00:00+00,1755,"N 27,CORNHUSKER to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4846
B3-074652,2013/08/14 00:00:00+00,848,"NW 48,AIR PARK RD to W SUPERIOR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4847
B3-073215,2013/08/08 00:00:00+00,1315,S 58 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4848
B3-069255,2013/07/29 00:00:00+00,1530,"S 48,F to RANDOLPH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,YES,4849
B3-070242,2013/07/31 00:00:00+00,1419,"PAWNEE,S 52 to S 53",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4850
B3-074665,2013/08/14 00:00:00+00,844,PORTER RIDGE at S 27,NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,4851
B3-074078,2013/08/11 00:00:00+00,9999,"N 73,AYLESWORTH to LEXINGTON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4852
B3-071121,2013/08/02 00:00:00+00,1808,S 84 at NEBR HWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4853
B3-073243,2013/08/08 00:00:00+00,1330,"N 27,FAIRFIELD to KNOX",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4854
B3-069280,2013/07/28 00:00:00+00,1547,"S 27,JAMESON NORTH to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4855
B3-070261,2013/07/31 00:00:00+00,1455,N 7 at SUPERIOR,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4856
B3-069343,2013/07/29 00:00:00+00,1557,"GLADSTONE,N 60 to N 61",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4857
B3-074116,2013/08/11 00:00:00+00,1552,"NEBR HWY,S 84 to S 87",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4858
B3-071126,2013/08/02 00:00:00+00,1750,4451 N 26 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4859
B3-074679,2013/08/14 00:00:00+00,1245,S 12 at H,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4860
B3-073270,2013/08/08 00:00:00+00,1349,"O,10 to 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4861
B3-075685,2013/08/16 00:00:00+00,1059,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4862
B3-071734,2013/08/05 00:00:00+00,1105,"T,N 24 to N 25",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,4863
B3-069347,2013/07/29 00:00:00+00,1415,"S 70,L to S WEDGEWOOD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4864
B3-070283,2013/07/31 00:00:00+00,1455,"N 27,DUDLEY to ORCHARD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4865
B3-074117,2013/08/11 00:00:00+00,1557,STOCKWELL at DUNN,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,4866
B3-073283,2013/08/08 00:00:00+00,1200,8400 ANDERMATT at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4867
B3-071136,2013/08/02 00:00:00+00,2130,S 70 at NEBR HWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4868
B3-071774,2013/08/05 00:00:00+00,1030,2355 SUPERIOR at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4869
B3-074680,2013/08/14 00:00:00+00,1305,"RANDOLPH,CAPITOL AVE to S 21",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,4870
B3-075688,2013/08/16 00:00:00+00,1144,"OLD CHENEY,QUEENS to S 50",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,4871
B3-070286,2013/07/29 00:00:00+00,805,"O,16 to 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4872
B3-069376,2013/07/29 00:00:00+00,1610,"A,FALL CREEK to S COTNER",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4873
B3-071811,2013/08/05 00:00:00+00,1225,2929 STATE FAIR at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4874
B3-071154,2013/08/02 00:00:00+00,2320,84 at O,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4875
B3-074170,2013/08/11 00:00:00+00,1545,"N 27,HOLDREGE to STARR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4876
B3-073286,2013/08/08 00:00:00+00,1422,"S 70,SOUTHFORK to STEVENS RIDGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4877
B3-075695,2013/08/16 00:00:00+00,1200,"S 14,PINE LAKE to GARRET LN",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4878
B3-069383,2013/07/29 00:00:00+00,1611,S 70 at PINE LAKE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4879
B3-070303,2013/07/31 00:00:00+00,1648,"O,68 to 70",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4880
B3-074684,2013/08/14 00:00:00+00,1435,N 48 at ADAMS,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4881
B3-071849,2013/08/05 00:00:00+00,1300,"N 27,APPLE to Y",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4882
B3-074172,2013/08/11 00:00:00+00,9999,"KEARNEY,N 60 to TOUZALIN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4883
B3-073297,2013/08/08 00:00:00+00,1530,"S 27,GRAINGER PKWY to YANKEE HILL",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4884
B3-071167,2013/08/02 00:00:00+00,2030,"ERVIN,BENTON to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4885
B3-069386,2013/07/29 00:00:00+00,1625,"CAPITOL PKWY,E to RANDOLPH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4886
B3-075696,2013/08/16 00:00:00+00,1224,NW 1 at W HIGHLAND,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,NO,NO,4887
B3-070314,2013/07/31 00:00:00+00,1709,"Y,N 26 to N 27",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4888
B3-074686,2013/08/14 00:00:00+00,1505,"N 48,BALDWIN to ST PAUL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4889
B3-071887,2013/08/05 00:00:00+00,1345,"NEBR HWY,EIGER DR to S 84",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4890
B3-073314,2013/08/08 00:00:00+00,1615,"N 84,ADAMS to MARKET DR",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4891
B3-074177,2013/08/11 00:00:00+00,1615,"GARFIELD,S 19 to S 20",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4892
B3-070330,2013/07/31 00:00:00+00,1855,N 14 at SUPERIOR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4893
B3-071193,2013/08/03 00:00:00+00,58,"GOODHUE BLVD,C to D",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4894
B3-069402,2013/07/29 00:00:00+00,1635,"O,10 to 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4895
B3-075778,2013/08/16 00:00:00+00,1220,"PINE LAKE,S 27 to S 28",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4896
B3-071904,2013/08/05 00:00:00+00,1435,"S 33,GRAINGER PKWY to YANKEE HILL",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4897
B3-073350,2013/08/08 00:00:00+00,1724,S 48 at OLD CHENEY,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,YES,NO,4898
B3-074178,2013/08/11 00:00:00+00,1643,"NEBR HWY,S 84 to S 87",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4899
B3-074690,2013/08/14 00:00:00+00,1555,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4900
B3-069422,2013/07/29 00:00:00+00,1717,"AYLESWORTH,N 69 to N 70",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4901
B3-070379,2013/07/31 00:00:00+00,1936,WARLICK at HOMESTEAD EXP,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4902
B3-075784,2013/08/16 00:00:00+00,1305,"PINE LAKE,S 56 to S 59 CR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4903
B3-071221,2013/08/03 00:00:00+00,1130,"LENOX,S COTNER to S 56",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4904
B3-071913,2013/08/05 00:00:00+00,1510,555 S 70 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4905
B3-074181,2013/08/11 00:00:00+00,9999,"N 56,S to T",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4906
B3-073353,2013/08/08 00:00:00+00,1700,8201 S 40 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4907
B3-074691,2013/08/14 00:00:00+00,1440,"D,S 37 to S 38",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4908
B3-075788,2013/08/16 00:00:00+00,9999,1000 S 70 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4909
B3-070399,2013/07/31 00:00:00+00,1939,"LEIGHTON,N 57 to N 58",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4910
B3-071223,2013/08/03 00:00:00+00,1225,N 27 at W,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4911
B3-069428,2013/07/29 00:00:00+00,1,"N 14,KNOX to NELSON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4912
B3-074182,2013/08/11 00:00:00+00,1723,"DUXHALL DR,VILLAGE DR to S 40",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4913
B3-071922,2013/08/05 00:00:00+00,1545,2145 S 17 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4914
B3-073356,2013/08/08 00:00:00+00,1745,"FAIRFIELD,N 20 to N 20",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4915
B3-074697,2013/08/13 00:00:00+00,9999,6100 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4916
B3-069474,2013/07/29 00:00:00+00,1725,"A,S 22 to S 23",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4917
B3-071244,2013/08/03 00:00:00+00,1232,4200 S 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4918
B3-075796,2013/08/16 00:00:00+00,1415,"S 48,CLAIRE to LASALLE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4919
B3-070422,2013/07/31 00:00:00+00,1941,N 49 at KNOX,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4920
B3-074186,2013/08/12 00:00:00+00,849,6940 VAN DORN at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,4921
B3-073383,2013/08/08 00:00:00+00,1750,110 Q ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4922
B3-074698,2013/08/14 00:00:00+00,1730,NORMAL at SUMNER,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4923
B3-071929,2013/08/05 00:00:00+00,1704,"N 70,GLADSTONE to HOOK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4924
B3-070424,2013/07/31 00:00:00+00,1950,27 at O,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,4925
B3-075818,2013/08/16 00:00:00+00,1420,"N 84,COLLEGE PARK RD to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4926
B3-071261,2013/08/03 00:00:00+00,1300,"P,N 31 to N 32",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4927
B3-069510,2013/07/29 00:00:00+00,1730,"N 48,VINE to W",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4928
B3-074199,2013/08/12 00:00:00+00,9999,"N 46,GLADSTONE to HARTLEY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4929
B3-071940,2013/08/05 00:00:00+00,1718,"N 28,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4930
B3-073388,2013/08/08 00:00:00+00,1825,5901 LILLIBRIDGE at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,4931
B3-074708,2013/08/14 00:00:00+00,1723,"S 56,EDGEWOOD to SHADY CREEK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4932
B3-075831,2013/08/16 00:00:00+00,1450,"Y,N 17 to N 19",NON-INJ,DRIVEWAY,1,0,NO,NO,NO,NO,NO,NO,NO,4933
B3-070469,2013/07/31 00:00:00+00,9999,"N 50,AYLESWORTH to HOLDREGE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4934
B3-071276,2013/08/03 00:00:00+00,1310,"N 27,CORNHUSKER to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4935
B3-069521,2013/07/29 00:00:00+00,1725,"OLD CHENEY,WARLICK to SALT VALLEY VIEW",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4936
B3-074213,2013/08/12 00:00:00+00,930,"SOUTH,PARK BLVD to S 1",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4937
B3-074714,2013/08/14 00:00:00+00,1720,"N 27,PEAR to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4938
B3-073392,2013/08/08 00:00:00+00,9999,"S 46,LINDEN to SPRUCE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4939
B3-071958,2013/08/06 00:00:00+00,9999,"ERVIN,BENTON to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4940
B3-075840,2013/08/16 00:00:00+00,1415,N 48 at FREMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4941
B3-070507,2013/07/31 00:00:00+00,2110,"N 30,P to Q",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,4942
B3-071322,2013/08/03 00:00:00+00,1336,"PINE LAKE,S 38 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4943
B3-069533,2013/07/29 00:00:00+00,1730,333 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4944
B3-074226,2013/08/12 00:00:00+00,913,"GARFIELD,S 17 to S 19",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4945
B3-073517,2013/08/08 00:00:00+00,1915,"N 10,P to Q",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4946
B3-071986,2013/08/05 00:00:00+00,9999,1604 SOUTH ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4947
B3-074715,2013/08/14 00:00:00+00,1723,S 16 at OLD CHENEY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4948
