RKY,DOA,TOA,FIXTIME,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId,ObjectId2
B7-030990,2017/04/15 05:00:00+00,43,12:43:00,N 53 at GREENWOOD,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11721
B7-032415,2017/04/19 05:00:00+00,1203,12:03:00,"N 27,DUDLEY to ORCHARD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,11722
B7-034285,2017/04/25 05:00:00+00,834,08:34:00,"N ANTELOPE VALL,MILITARY to SALT CREEK RDWY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11723
B7-032972,2017/04/21 05:00:00+00,730,07:30:00,"S 56,LONDON to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11724
B7-035694,2017/04/29 05:00:00+00,2350,11:50:00,"SOUTH,S 13 to S 14",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,11725
B7-035154,2017/04/28 05:00:00+00,802,08:02:00,"S 10,HIGH to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11726
B7-034669,2017/04/26 05:00:00+00,1522,03:22:00,"S 40,HIGH to PAWNEE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11727
B7-036024,2017/05/01 05:00:00+00,801,08:01:00,S 70 at REBEL DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11728
B7-033078,2017/04/21 05:00:00+00,1428,02:28:00,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11729
B7-031104,2017/04/15 05:00:00+00,,12:00:00,130 N 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11730
B7-032432,2017/04/19 05:00:00+00,1305,01:05:00,"VINE,EASTBOROUGH to N 70",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11731
B7-031886,2017/04/16 05:00:00+00,,12:00:00,6100 VILLAGE DR at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,11732
B7-032511,2017/04/19 05:00:00+00,1726,05:26:00,"N ANTELOPE VALL,MILITARY to SALT CREEK RDWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11733
B7-031121,2017/04/15 05:00:00+00,,12:00:00,2540 S 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,11734
B7-036027,2017/05/01 05:00:00+00,820,08:20:00,"N 14,HILLTOP to SUPERIOR",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11735
B7-030802,2017/04/14 05:00:00+00,1330,01:30:00,S 21 at L,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11736
B7-035234,2017/04/28 05:00:00+00,1347,01:47:00,"OLD CHENEY,S 41 to S 40",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,11737
B7-031908,2017/04/17 05:00:00+00,1851,06:51:00,N 26 at Q,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,11738
B7-030766,2017/04/14 05:00:00+00,1255,12:55:00,"S 9,M to N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11739
B7-033718,2017/04/23 05:00:00+00,1134,11:34:00,S 9 at H,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11740
B7-036032,2017/05/01 05:00:00+00,844,08:44:00,"S 70,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11741
B7-031130,2017/04/15 05:00:00+00,1315,01:15:00,N 27 at OLD DAIRY RD,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11742
B7-031910,2017/04/17 05:00:00+00,,12:00:00,2700 BLK N 3 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11743
B7-034287,2017/04/25 05:00:00+00,845,08:45:00,"HARDING DR,N 19 to HARDING CT",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,11744
B7-034680,2017/04/26 05:00:00+00,1603,04:03:00,"S 84,MANDARIN to PIONEERS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,11745
B7-033153,2017/04/21 05:00:00+00,1700,05:00:00,O at COTNER,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,11746
B7-036068,2017/05/01 05:00:00+00,1130,11:30:00,"N 10,CHARLESTON to NEW HAMPSHIRE",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11747
B7-031144,2017/04/15 05:00:00+00,1406,02:06:00,"G,S 19 to S 20",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11748
B7-031914,2017/04/17 05:00:00+00,1900,07:00:00,N 20 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11749
B7-032977,2017/04/21 05:00:00+00,755,07:55:00,"N 56,VINE to WILSHIRE",NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,,11750
B7-033094,2017/04/21 05:00:00+00,1450,02:50:00,D at CAPITOL PKWY,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,11751
B7-035278,2017/04/28 05:00:00+00,1520,03:20:00,"S 27,B to C",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,YES,NO,,11752
B7-036084,2017/05/01 05:00:00+00,1233,12:33:00,"N 9,Q to R",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11753
B7-031180,2017/04/15 05:00:00+00,,12:00:00,"CLEVELAND,N 52 to N 53",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11754
B7-031194,2017/04/15 05:00:00+00,1623,04:23:00,"O, to",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11755
B7-031196,2017/04/15 05:00:00+00,1637,04:37:00,"S 14,THUNDERBIRD to DENSMORE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11756
B7-031197,2017/04/15 05:00:00+00,1630,04:30:00,"S 52,N to O",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,,11757
B7-031200,2017/04/15 05:00:00+00,1640,04:40:00,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11758
B7-031203,2017/04/16 05:00:00+00,,12:00:00,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11759
B7-031214,2017/04/13 05:00:00+00,,12:00:00,333 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11760
B7-031309,2017/04/15 05:00:00+00,,12:00:00,LANC EVENT CENTE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,11761
B7-031334,2017/04/15 05:00:00+00,,12:00:00,N 27 at I 80,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11762
B7-031355,2017/04/15 05:00:00+00,2357,11:57:00,"O,21 to 22",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11763
B7-031360,2017/04/16 05:00:00+00,0,12:00:00,6343 HOLDREGE at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,,11764
B7-031406,2017/04/16 05:00:00+00,,12:00:00,LINCOLNSHIRE at DEVONSHIRE,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11765
B7-031435,2017/04/16 05:00:00+00,630,06:30:00,"S 46,LOWELL to MEREDETH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11766
B7-031472,2017/04/16 05:00:00+00,1140,11:40:00,"O,68 to 70",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,,11767
B7-031496,2017/04/16 05:00:00+00,1318,01:18:00,"S 40,SMITH to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11768
B7-031529,2017/04/16 05:00:00+00,1611,04:11:00,3101 A at -,INJURY H&R,,2,1,NO,NO,NO,NO,NO,YES,NO,,11769
B7-031537,2017/04/16 05:00:00+00,1633,04:33:00,"S 70,L to S WEDGEWOOD",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,,11770
B7-031579,2017/04/16 05:00:00+00,1905,07:05:00,N 27 ACCESS at KIMCO PL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11771
B7-032737,2017/04/20 05:00:00+00,1350,01:50:00,"S 27,LAFAYETTE to VAN DORN",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,,11772
B7-033407,2017/04/21 05:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11773
B7-032739,2017/04/20 05:00:00+00,1405,02:05:00,S 84 at FOXTAIL DR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11774
B7-033418,2017/04/22 05:00:00+00,1244,12:44:00,"S 27,MANSE to SHERIDAN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,11775
B7-032740,2017/04/20 05:00:00+00,1425,02:25:00,"O,46 to 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11776
B7-033421,2017/04/22 05:00:00+00,1300,01:00:00,"S 10,HIGH to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,11777
B7-032751,2017/04/20 05:00:00+00,1453,02:53:00,"VINE,N ANTELOPE VALL to N 21",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11778
B7-033428,2017/04/22 05:00:00+00,1324,01:24:00,"N 70,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11779
B7-032761,2017/04/20 05:00:00+00,1518,03:18:00,"S 27,CINDY to OLD CHENEY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,11780
B7-033436,2017/04/22 05:00:00+00,1350,01:50:00,S 14 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,11781
B7-032775,2017/04/20 05:00:00+00,1541,03:41:00,"N ANTELOPE VALL,DAWES to SAUNDERS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,11782
B7-033453,2017/04/22 05:00:00+00,1523,03:23:00,"N 27,APPLE to W",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11783
B7-032777,2017/04/20 05:00:00+00,1600,04:00:00,"K,S 17 to S 18",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11784
B7-033466,2017/04/22 05:00:00+00,1606,04:06:00,N 63 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11785
B7-032790,2017/04/20 05:00:00+00,1630,04:30:00,"VAN DORN,CEDAR to S 25",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11786
B7-033489,2017/04/22 05:00:00+00,1735,05:35:00,"HUNTINGTON,N 43 to N 44",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,11787
B7-033492,2017/04/22 05:00:00+00,,12:00:00,7044 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,11788
B7-033499,2017/04/22 05:00:00+00,1800,06:00:00,"HOLDREGE,NORTHWOODS DR to N 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11789
B7-033508,2017/04/22 05:00:00+00,1900,07:00:00,N 37 at APPLE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11790
B7-033820,2017/04/23 05:00:00+00,1935,07:35:00,S 23 at RANDOLPH BYPASS,INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,YES,NO,,11791
B7-032794,2017/04/20 05:00:00+00,1651,04:51:00,"S 27,LAREDO to RIDGELINE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11792
B7-032806,2017/04/20 05:00:00+00,1710,05:10:00,S 14 at INFINITY CT,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11793
B7-032819,2017/04/20 05:00:00+00,1756,05:56:00,"S 27,MANSE to SHERIDAN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,11794
B7-032825,2017/04/13 05:00:00+00,1805,06:05:00,"NORMAL,S 40 to S COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11795
B7-032840,2017/04/20 05:00:00+00,1855,06:55:00,"S 56,CUMBERLAND to SHADOW PINES DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11796
B7-031919,2017/04/17 05:00:00+00,1914,07:14:00,N 44 at CLEVELAND,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,11797
B7-032529,2017/04/19 05:00:00+00,1810,06:10:00,UNKNOWN at -,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11798
B7-035706,2017/04/30 05:00:00+00,34,12:34:00,"P,N 10 to N 9",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11799
B7-031927,2017/04/17 05:00:00+00,1930,07:30:00,"O,56 to PIAZZA",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,11800
B7-034752,2017/04/26 05:00:00+00,,12:00:00,"N 14,ELBA to IRVING",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11801
B7-032512,2017/04/19 05:00:00+00,1728,05:28:00,N 30 at FAIR,INJURY H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11802
B7-036126,2017/05/01 05:00:00+00,1455,02:55:00,S 48 at ANTELOPE CREEK,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11803
B7-030805,2017/04/14 05:00:00+00,1315,01:15:00,4121 NORMAL at -,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,,11804
B7-031941,2017/04/17 05:00:00+00,2016,08:16:00,2801 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11805
B7-036131,2017/05/01 05:00:00+00,630,06:30:00,2555 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11806
B7-033720,2017/04/23 05:00:00+00,1157,11:57:00,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11807
B7-035235,2017/04/28 05:00:00+00,,12:00:00,"S 18,D to E",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11808
B7-035180,2017/04/28 05:00:00+00,1023,10:23:00,S 40 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11809
B7-031951,2017/04/17 05:00:00+00,2042,08:42:00,"S 56,LOCUST to PIONEERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,,11810
B7-036133,2017/05/01 05:00:00+00,1510,03:10:00,"ADAMS,N 54 to N 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,,11811
B7-033154,2017/04/21 05:00:00+00,1709,05:09:00,"S 13,SARATOGA to HUDSON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11812
B7-030767,2017/04/14 05:00:00+00,1300,01:00:00,"N 48,HUNTINGTON to WALKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11813
B7-032444,2017/04/19 05:00:00+00,1403,02:03:00,"S 70,L to S WEDGEWOOD",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,NO,NO,,11814
B7-032022,2017/04/18 05:00:00+00,515,05:15:00,NW 12 at W ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11815
B7-036145,2017/05/01 05:00:00+00,1539,03:39:00,"S 70,L to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11816
B7-035279,2017/04/28 05:00:00+00,1535,03:35:00,S FOLSOM at FOLSOM LN,INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,,11817
B7-034681,2017/02/19 06:00:00+00,,12:00:00,LOT-5700 FREMONT at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,11818
B7-034304,2017/04/25 05:00:00+00,1015,10:15:00,"FOLKWAYS,ENTERPRISE to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11819
B7-032050,2017/04/18 05:00:00+00,804,08:04:00,NW 12 at W CORNHUSKER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11820
B7-036148,2017/05/01 05:00:00+00,1540,03:40:00,"O,68 to 70",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11821
B7-035282,2017/04/28 05:00:00+00,1553,03:53:00,O at CENTENNIAL MALL,NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,11822
B7-033102,2017/04/21 05:00:00+00,1519,03:19:00,"S 18,C to D",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,11823
B7-032999,2017/04/21 05:00:00+00,934,09:34:00,"STATE FAIR PARK,KIMCO DR to THERESA",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,11824
B7-032060,2017/04/18 05:00:00+00,944,09:44:00,"NW 12,W ADAMS to W BOND",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11825
B7-036157,2017/05/01 05:00:00+00,1619,04:19:00,"O,53 to PIAZZA",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,,11826
B7-035288,2017/04/28 05:00:00+00,1609,04:09:00,"ADAMS,N 65 to N COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11827
B7-032514,2017/04/19 05:00:00+00,1730,05:30:00,N 49 at LEIGHTON,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,11828
B7-035732,2017/04/30 05:00:00+00,211,02:11:00,"R,N 8 to N 9",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11829
B7-032081,2017/04/18 05:00:00+00,1043,10:43:00,"S 70,SHAMROCK to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11830
B7-036158,2017/05/01 05:00:00+00,,12:00:00,"N 32,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,11831
B7-035289,2017/04/28 05:00:00+00,1612,04:12:00,N 29 at ORCHARD,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,11832
B7-035245,2017/04/28 05:00:00+00,1431,02:31:00,"S 56,LILLIBRIDGE to MYRTLE",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,NO,NO,,11833
B7-034690,2017/04/26 05:00:00+00,1615,04:15:00,"S 40,DUXHALL DR to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11834
B7-030769,2017/04/14 05:00:00+00,1300,01:00:00,"S 48,OLD CHENEY to RENTWORTH DR",INJURY,OTHER,1,6,NO,NO,NO,NO,NO,YES,NO,,11835
B7-034691,2017/04/26 05:00:00+00,1633,04:33:00,"O,48 to 50",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,,11836
B7-032515,2017/04/19 05:00:00+00,1725,05:25:00,TOUZALIN at ADAMS,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,11837
B7-034697,2017/04/26 05:00:00+00,1420,02:20:00,825 N COTNER at -,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11838
B7-030773,2017/04/14 05:00:00+00,1100,11:00:00,"W O,W 56 to CITY LIMITS",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11839
B7-035251,2017/04/28 05:00:00+00,1410,02:10:00,"O,32 to 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11840
B7-033115,2017/04/21 05:00:00+00,1520,03:20:00,"S 10,F to G",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,YES,,11841
B7-033618,2017/04/23 05:00:00+00,51,12:51:00,"N 48,GARLAND to LEIGHTON",INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,NO,NO,,11842
B7-035263,2017/04/28 05:00:00+00,1504,03:04:00,S 11 at SOUTH,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,11843
B7-034701,2017/04/26 05:00:00+00,1645,04:45:00,"N 9,PINNACLE ARENA to T",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11844
B7-033635,2017/04/23 05:00:00+00,215,02:15:00,"GARFIELD,S 40 to S 44",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,11845
B7-033117,2017/04/21 05:00:00+00,1545,03:45:00,"W DAWES,N 1 to NW 2",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,11846
B7-035267,2017/04/28 05:00:00+00,1527,03:27:00,"N 10,P to Q",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,,11847
B7-032520,2017/04/19 05:00:00+00,1740,05:40:00,"S 56,OLDHAM to SUMNER",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,NO,NO,,11848
B7-034712,2017/04/26 05:00:00+00,1724,05:24:00,"S 33,LOVELAND to S GATE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11849
B7-030787,2017/04/14 05:00:00+00,1344,01:44:00,"O,31 to 32",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,,11850
B7-033685,2017/04/23 05:00:00+00,,12:00:00,"S 14,D to E",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,11851
B7-033126,2017/04/21 05:00:00+00,1610,04:10:00,"S 20,B to C",NON-INJ,PARKED,7,0,NO,NO,NO,NO,NO,NO,NO,,11852
B7-035268,2017/04/28 05:00:00+00,1521,03:21:00,"S 40,PAWNEE to VAN DORN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,11853
B7-032524,2017/04/19 05:00:00+00,1740,05:40:00,"CORNHUSKER,ADAMS to N 19",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11854
B7-034719,2017/04/26 05:00:00+00,1736,05:36:00,68 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,11855
B7-030789,2017/04/14 05:00:00+00,1400,02:00:00,"S 40,FRANKLIN to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,11856
B7-033688,2017/04/23 05:00:00+00,942,09:42:00,"NEBR HWY,S 87 to S 91",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11857
B7-033138,2017/04/21 05:00:00+00,1630,04:30:00,N 28 at HOLDREGE,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11858
B7-035272,2017/04/28 05:00:00+00,1530,03:30:00,"S 48,NEBR HWY to RENTWORTH DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11859
B7-032525,2017/04/19 05:00:00+00,1755,05:55:00,"N 48,GREENWOOD to KNOX",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11860
B7-034733,2017/04/26 05:00:00+00,1835,06:35:00,S 9 at M,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,11861
B7-030798,2017/04/14 05:00:00+00,1435,02:35:00,N 44 at Q,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,11862
B7-033709,2017/04/23 05:00:00+00,1057,10:57:00,"VINE,N 40 to N 42",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,,11863
B7-033148,2017/04/21 05:00:00+00,1651,04:51:00,"S 40,PINE LAKE to EAGLE RIDGE RD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11864
B7-032084,2017/04/18 05:00:00+00,1110,11:10:00,"W O,CAPITOL BEACH to NW ROUNDHOUSE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,11865
B7-035307,2017/04/28 05:00:00+00,1652,04:52:00,"S 27,MANSE to SHERIDAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11866
B7-035181,2017/04/28 05:00:00+00,1013,10:13:00,YANKEE HILL at S 30,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,11867
B7-032096,2017/04/18 05:00:00+00,1153,11:53:00,CAPITOL PKWY at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,11868
B7-035308,2017/04/28 05:00:00+00,1650,04:50:00,"N 56,DEWEESE to HOLDREGE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,11869
B7-035309,2017/04/28 05:00:00+00,1659,04:59:00,"S 70,L to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11870
B7-035313,2017/04/22 05:00:00+00,1640,04:40:00,LOT-547 N 48 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,,11871
B7-035317,2017/04/28 05:00:00+00,1735,05:35:00,"CORNHUSKER,N 84 to CITY LIMITS",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,11872
B7-035321,2017/04/28 05:00:00+00,1750,05:50:00,"OLD CHENEY,S 31 to S 34",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,,11873
B7-036163,2017/05/01 05:00:00+00,1600,04:00:00,"S 70,A to TETON",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,,11874
B7-035323,2017/04/28 05:00:00+00,1804,06:04:00,"S 70,HOLMES PARK RD to PIONEER WOODS DR",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,YES,NO,NO,NO,,11875
B7-035361,2017/04/28 05:00:00+00,2028,08:28:00,NORTHWOODS DR at HOLDREGE,INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,11876
B7-035373,2017/04/28 05:00:00+00,2120,09:20:00,"N 27,Q to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,11877
B7-035387,2017/04/28 05:00:00+00,2140,09:40:00,I 180 at CORNHUSKER,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,11878
B7-035440,2017/04/29 05:00:00+00,150,01:50:00,W VAN DORN at HOMESTEAD EXP,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,11879
